4882a3cee7cf5949beec7b0bdf482c3f068524d7,DELETE,regular-file,src/main/webapp/bower/components/fullcalendar/dist/fullcalendar.js,310660,
d4b67f7e6c1a94df167f31657769717a71581066,DELETE,regular-file,src/main/webapp/bower/components/jquery/dist/jquery.js,282766,
e93562bc4a98349dcc85d7cca1c1bd375a79522a,DELETE,regular-file,src/main/webapp/bower/components/moment/min/locales.js,274089,
202450ae3dcce609dd955220e4132af08dbb0ad2,DELETE,regular-file,src/main/webapp/bower/components/moment/min/moment-with-locales.js,348978,
1584acc8dbd3a97fc3fe0da5ea03686fe632c7f7,DELETE,regular-file,src/main/webapp/resources/ckeditor/ckeditor.js,521860,
9c12275bdf45df89cb564b5093e63c5ee3137f24,DELETE,regular-file,src/main/webapp/resources/images/beans.jpg,248821,
46281a7522cc056ec610ea27d66915d59d6918c6,DELETE,regular-file,target/bookmarks.war,57647656,
5e5f14b35584eac2a9f0f888769f0ab93ca6d849,DELETE,regular-file,target/bookmarks/WEB-INF/lib/antlr-2.7.7.jar,445288,
9049e5659e1ad7a58b258e74bf0a9c707e0b500a,DELETE,regular-file,target/bookmarks/WEB-INF/lib/bcprov-jdk15on-1.59.jar,4092400,
27964e88c6b890cc4b157860edcbe66b8e2f1160,DELETE,regular-file,target/bookmarks/WEB-INF/lib/byte-buddy-1.9.4.jar,3240211,
ef35f1c50d7c41278bc31f4b9fcfc8fbd708d55d,DELETE,regular-file,target/bookmarks/WEB-INF/lib/commons-codec-1.9.jar,263965,
41e230feeaa53618b6ac5f8d11792c2eecf4d4fd,DELETE,regular-file,target/bookmarks/WEB-INF/lib/commons-collections-3.1.jar,559366,
98467d3a653ebad776ffa3542efeb9732fe0b482,DELETE,regular-file,target/bookmarks/WEB-INF/lib/commons-lang-2.6.jar,284220,
8ec91d454c31f73638de2994711a8487822247c1,DELETE,regular-file,target/bookmarks/WEB-INF/lib/commons-lang3-3.4.jar,434678,
36ad489386633a331d2ec3b516b1b6a6787ade67,DELETE,regular-file,target/bookmarks/WEB-INF/lib/commons-net-3.0.1.jar,269014,
4f379bdf3b69a5741906ef44147f9f7f6cba78ba,DELETE,regular-file,target/bookmarks/WEB-INF/lib/displaytag-1.2.jar,219121,
cda47db4410bea406fd1a2b4b3a219e74d3c9fc6,DELETE,regular-file,target/bookmarks/WEB-INF/lib/dom4j-2.1.1.jar,323600,
c7cc3480e006ab3a52a156c1a96596804173e186,DELETE,regular-file,target/bookmarks/WEB-INF/lib/freemarker-2.3.27-incubating.jar,1505530,
be5b59b764b56819e35021933772ab07b41e2e0e,DELETE,regular-file,target/bookmarks/WEB-INF/lib/gson-2.7.jar,231952,
b175ca867fe4320dfcf53877ec5984d49ce401e3,DELETE,regular-file,target/bookmarks/WEB-INF/lib/guava-19.0.jar,2308517,
c21e7baf737683e6242fe44c61f2efb99a9355b1,DELETE,regular-file,target/bookmarks/WEB-INF/lib/hibernate-core-5.3.8.Final.jar,6979391,
6e6b6d9c182fe6466033575908ced1dfd77b6c1d,DELETE,regular-file,target/bookmarks/WEB-INF/lib/hibernate-search-engine-5.9.1.Final.jar,1309376,
717661ca29a042f1780852f4299313a96ef2eb45,DELETE,regular-file,target/bookmarks/WEB-INF/lib/hibernate-validator-5.4.2.Final.jar,763159,
b80d37967e14f1e752ebef2ed244b0cbb40ca9fd,DELETE,regular-file,target/bookmarks/WEB-INF/lib/httpclient-4.4.1.jar,720931,
99715b6a9f06f53ee9e537f39a41eb2935a0456b,DELETE,regular-file,target/bookmarks/WEB-INF/lib/httpcore-4.4.1.jar,322234,
ae613eded3ec2abbe9c83a2ab371e0f752c79953,DELETE,regular-file,target/bookmarks/WEB-INF/lib/itext-1.3.jar,1145105,
fb2ecf1a66e0c291c697222126519bf502f166b2,DELETE,regular-file,target/bookmarks/WEB-INF/lib/itextpdf-5.5.13.jar,2320581,
b70d1ef1ac8c2bb4a40647fd57560c048e2e6f45,DELETE,regular-file,target/bookmarks/WEB-INF/lib/jackson-core-2.9.5.jar,321590,
bb4fe1da1186505a254611ad5a7c49e9f64a3ee1,DELETE,regular-file,target/bookmarks/WEB-INF/lib/jackson-core-asl-1.9.13.jar,232248,
7a9515098901a9e107688ff486f730510129e8b8,DELETE,regular-file,target/bookmarks/WEB-INF/lib/jackson-databind-2.9.5.jar,1342410,
0f2073fc7eaf3ac5ffd02928cf9272b558e42e81,DELETE,regular-file,target/bookmarks/WEB-INF/lib/jackson-mapper-asl-1.9.13.jar,780664,
41ab429d0c97c2c7b5698f5d3e10a5823ddebd18,DELETE,regular-file,target/bookmarks/WEB-INF/lib/janino-3.0.6.jar,792277,
fe85fd1472fdfb2f5b63a73a18f5e5506a50fcd0,DELETE,regular-file,target/bookmarks/WEB-INF/lib/javassist-3.23.1-GA.jar,770452,
2b1d79c48188202719efb36f3c9ebfe171dab513,DELETE,regular-file,target/bookmarks/WEB-INF/lib/jcommon-1.0.0.jar,296672,
9e696eec52047c423efe6e40a959a96283f929f5,DELETE,regular-file,target/bookmarks/WEB-INF/lib/jfreechart-1.0.0.jar,1074536,
3f2f2763ff76a223acf9e85e38f33a054c348851,DELETE,regular-file,target/bookmarks/WEB-INF/lib/joda-time-2.9.4.jar,629506,
426332e73f75c8b982cc8d410a21684f48a17a1c,DELETE,regular-file,target/bookmarks/WEB-INF/lib/jsch-0.1.54.jar,280515,
654797a33869d52f7e6ee431faaf479a70eb7970,DELETE,regular-file,target/bookmarks/WEB-INF/lib/jsoup-1.7.3.jar,297387,
0fd275e94660402f80f01505d28b90a23f7e0209,DELETE,regular-file,target/bookmarks/WEB-INF/lib/jstl-1.2.jar,414240,
f26fe786e733220223a864d1f66700284e6ef17f,DELETE,regular-file,target/bookmarks/WEB-INF/lib/kotlin-reflect-1.0.3.jar,2314187,
bfbcf3683dfdacb605b1896b482403143a4dcb34,DELETE,regular-file,target/bookmarks/WEB-INF/lib/kotlin-stdlib-1.0.3.jar,578523,
bed00c0a58a0a6e8aa5f1009320a3ff885cecea7,DELETE,regular-file,target/bookmarks/WEB-INF/lib/logback-classic-1.2.3.jar,290339,
487b3956adea508a750a4325d5bc7f59e2142861,DELETE,regular-file,target/bookmarks/WEB-INF/lib/logback-core-1.2.3.jar,471901,
5484096070a643f727a2af3ffa31a964e099e043,DELETE,regular-file,target/bookmarks/WEB-INF/lib/lucene-analyzers-common-5.5.5.jar,1576592,
6eccc9f9d38ac1a7b630ae63f5dfcf9f2b9d9c93,DELETE,regular-file,target/bookmarks/WEB-INF/lib/lucene-core-5.5.5.jar,2370237,
ad227123bb79841e063d59d48c0f809b0fdedbd7,DELETE,regular-file,target/bookmarks/WEB-INF/lib/lucene-queries-5.5.5.jar,251400,
50c842e978e4dbe71e257729382ecc13b1ade596,DELETE,regular-file,target/bookmarks/WEB-INF/lib/lucene-queryparser-5.5.5.jar,403419,
236fcdb64d5b3430000f411c74b6e90958a041c5,DELETE,regular-file,target/bookmarks/WEB-INF/lib/mail-1.4.7.jar,521157,
25532374cff0a259dab66497d7dc03db6cc42762,DELETE,regular-file,target/bookmarks/WEB-INF/lib/mysql-connector-java-5.1.46.jar,1004838,
3e4c0eb4a75df75d2eb368a028740df42d66e7c3,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-aop-5.1.5.RELEASE.jar,368947,
f793dc89911bb48b90be64c5eaa0f13201630bac,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-beans-5.1.5.RELEASE.jar,672558,
8253c225cd344c0846b9b78fe6d794638ad62d70,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-context-5.1.5.RELEASE.jar,1099682,
6f5056a9701254f679711d2bc1a9fea53bac3bd9,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-core-5.1.5.RELEASE.jar,1293377,
999540f0e28526e4d0177723981b6d8306029719,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-expression-5.1.5.RELEASE.jar,280409,
3e42fefd2755235639cff1677e839707514260cf,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-jdbc-5.1.5.RELEASE.jar,404234,
565c18540eaedcf35a386f26583c26c40bce9b13,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-security-config-5.1.4.RELEASE.jar,778579,
d3cdb3706ed4a98ff1f7735abcc04f09fd985429,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-security-core-5.1.4.RELEASE.jar,433224,
35bff7064e4768781331adfbde79342ead9cd427,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-security-web-5.1.4.RELEASE.jar,537635,
6ab7d77dbf2f3cf4440d49a4a95ace73afb0fad2,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-tx-5.1.5.RELEASE.jar,256262,
b66ff17ea5f8be69721a6173f1e46703bf10e300,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-web-5.1.5.RELEASE.jar,1381453,
e760ae1912f824a9d879bf726139ae7b3e4e526d,DELETE,regular-file,target/bookmarks/WEB-INF/lib/spring-webmvc-5.1.5.RELEASE.jar,800464,
e754d82768aae7a2b537046a5b47b1583957f91c,DELETE,regular-file,target/bookmarks/WEB-INF/lib/threetenbp-1.3.1.jar,506960,
4bb84ad4b48be41e81b94d11a9410df13d71992a,DELETE,regular-file,target/bookmarks/WEB-INF/lib/tyrus-standalone-client-1.13.1.jar,2076288,
4882a3cee7cf5949beec7b0bdf482c3f068524d7,DELETE,regular-file,target/bookmarks/bower/components/fullcalendar/dist/fullcalendar.js,310660,
d4b67f7e6c1a94df167f31657769717a71581066,DELETE,regular-file,target/bookmarks/bower/components/jquery/dist/jquery.js,282766,
e93562bc4a98349dcc85d7cca1c1bd375a79522a,DELETE,regular-file,target/bookmarks/bower/components/moment/min/locales.js,274089,
202450ae3dcce609dd955220e4132af08dbb0ad2,DELETE,regular-file,target/bookmarks/bower/components/moment/min/moment-with-locales.js,348978,
1584acc8dbd3a97fc3fe0da5ea03686fe632c7f7,DELETE,regular-file,target/bookmarks/resources/ckeditor/ckeditor.js,521860,
9c12275bdf45df89cb564b5093e63c5ee3137f24,DELETE,regular-file,target/bookmarks/resources/images/beans.jpg,248821,
